,price,square_meters,bedrooms,bathrooms,parking_spaces,address,description,colony,latitude,longitude
615,4950000,4950000,2,2,0,XOCO,"VENDO DEPARTMENTO EN CITY TOWERS 5 GRAND PARK COYOACAN, BENITO JUAREZ, CIUDAD DE MEXICO",BENITO JUAREZ,19.3296058799,19.3296058799
616,13700000,13700000,3,3,0,JARDINES DEL PEDREGAL,"DEPARTAMENTO EN VENTA, EKOS DEL PEDREGAL, JARDINES DEL PEDREGAL, ALVARO OBREGON, CDMX",JARDINES DEL PEDREGAL,19.3059286486,19.3059286486
617,28500000,28500000,6+,3,0,JARDINES DEL PEDREGAL,"CASA EN VENTA, JARDINES DEL PEDREGAL, ALCALDIA ALVARO OBREGON, CIUDAD DE MEXICO",JARDINES DEL PEDREGAL,19.3059286486,19.3059286486
618,6693000,6693000,2,2,0,JUAREZ,EXCELENTES DEPARTAMENTOS PARA INVERSION EN LA COL. JUAREZ,JUAREZ,19.4270038256,19.4270038256
625,4200000,4200000,2,2,2,CAROLA,"DEPTO EN PISO 15 MARAVILLOSA VISTA, TORRES BIOPARQUE",CAROLA,19.3856884328,19.3856884328
628,8500000,8500000,4,4+,0,LOS CEDROS,"VENDO CASA EN CONDOMINIO. DESIERTO DE LOS LEONES ALVARO OBREGON, CDMX",ALVARO OBREGON,19.4127921222,19.4127921222
629,5107800,5107800,2,2,1,NAPOLES,"DEPARTAMENTO EN PREVENTA EN WISCONSIN 26  EN BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
630,4579000,4579000,2,2,1,NAPOLES,"DEPARTAMENTO EN PREVENTA EN WISCONSIN 26  EN BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
631,5509400,5509400,2,2,1,NAPOLES,"DEPARTAMENTO EN PREVENTA EN WISCONSIN 26  EN BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
634,4400000,4400000,3,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA  EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
635,3570000,3570000,2,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN VENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
636,4830000,4830000,3,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN VENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
637,4510000,4510000,3,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN VENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
638,4050000,4050000,2,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
639,3650000,3650000,2,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA  EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
640,4070000,4070000,3,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
641,4810000,4810000,3,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA  EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
642,4250000,4250000,2,2,1,NINOS HEROES DE CHAPULTEPEC,"DEPARTAMENTO EN PREVENTA EN VENTA EN RESIDENCIAL OBLIQUUM, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
644,2150000,2150000,1,1,1,LOMAS DEL CHAMIZAL,VENTA DE DEPARTAMENTO EN LOMAS DEL CHAMIZAL CUAJIMALPA,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
649,4659000,4659000,2,2,1,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN SEVILLA 410, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
650,3552000,3552000,2,2,1,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN SEVILLA 410, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
652,9200000,9200000,3,2,2,NARVARTE PONIENTE,"PENT-HOUSE EN VENTA EN PESTALOZZI 817, BENITO JUAREZ, 3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
653,9300000,9300000,3,2,2,NARVARTE PONIENTE,"PENT-HOUSE EN VENTA EN PESTALOZZI 817, BENITO JUAREZ, 3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
654,8000000,8000000,3,3,2,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN PESTALOZZI 817, BENITO JUAREZ, CDMX 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
655,10400000,10400000,3,2,2,NARVARTE PONIENTE,"PENT-HOUSE EN VENTA EN PESTALOZZI 817, BENITO JUAREZ, 3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
656,9800000,9800000,3,2,2,NARVARTE PONIENTE,"PENT-HOUSE EN VENTA EN PESTALOZZI 817, BENITO JUAREZ, 3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
657,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
658,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
662,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
664,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
665,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
666,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
667,3750000,3750000,4,0,0,MEXICO D.F.,HELECHOS BOSQUES DE LAS LOMAS,BOSQUES DE LAS LOMAS,19.4035606676,19.4035606676
669,8851400,8851400,2,3,2,LORETO Y CAMPAMENTO,"DEPARTAMENTO EN PREVENTA EN NOB SAN JERONIMO, ALVARO OBREGON, 2 RECAMARAS.",ALVARO OBREGON,19.4127921222,19.4127921222
670,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
671,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
672,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
673,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
674,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
675,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
676,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
677,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
679,3843442,3843442,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN EPIC SAN BORJA, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
680,2700000,2700000,3,2,0,MANANTIAL PENA POBRE,CASA SOLA EN VENTA  SAN MIGUEL AJUSCO  HERMOSA VISTA PANORAMICA,SAN MIGUEL,19.391971818,19.391971818
681,6464300,6464300,2,2,2,LORETO Y CAMPAMENTO,"DEPARTAMENTO EN PREVENTA EN NOB SAN JERONIMO, ALVARO OBREGON, 2 RECAMARAS.",ALVARO OBREGON,19.4127921222,19.4127921222
682,5466726,5466726,2,2,2,LORETO Y CAMPAMENTO,"DEPARTAMENTO EN PREVENTA EN NOB SAN JERONIMO, ALVARO OBREGON, 2 RECAMARAS.",ALVARO OBREGON,19.4127921222,19.4127921222
687,19900000,19900000,5,3,4+,ROMERO DE TERREROS,"CASA EN VENTA EN COYOACAN,  ROMERO DE TERREROS",ROMERO DE TERREROS,19.3412955996,19.3412955996
695,12500000,12500000,3,3,4+,MIGUEL HIDALGO 2DA SECC,CASA EN VENTA EN MIGUEL HIDALGO  TLALPAN.,MIGUEL HIDALGO,19.4359898482,19.4359898482
696,23900000,23900000,4,4+,2,SAN ANGEL TNT,"CASA EN VENTA EN SAN ANGEL, EN CALLE CERRADA CON VIGILANCIA.",SAN ANGEL,19.3456616645,19.3456616645
698,13800000,13800000,3,4+,3,AGUILAS,CASA EN CONDOMINIO EN VENTA EN LA PARTE BAJA DE LAS AGUILAS,LAS AGUILAS,19.3605801994,19.3605801994
703,1505840,1505840,1,2,1,POPULAR RASTRO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL DEL PARQUE, VENUSTIANO CARRANZA, CDMX, 1 RECAMARA",EL PARQUE,19.423313211,19.423313211
704,1677116,1677116,2,2,1,POPULAR RASTRO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL DEL PARQUE, VENUSTIANO CARRANZA, CDMX, 2 RECAMARAS",EL PARQUE,19.423313211,19.423313211
705,1470526,1470526,1,1,1,POPULAR RASTRO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL DEL PARQUE, VENUSTIANO CARRANZA, CDMX, 1 RECAMARA",EL PARQUE,19.423313211,19.423313211
708,13200000,13200000,3,4+,3,SANTA FE,EXCLUSIVO DEPARTAMENTO EN VENTA EN SANTA FE,SANTA FE,19.3892631023,19.3892631023
713,5300000,5300000,6+,3,4+,EL SANTUARIO,HERMOSA RESIDENCIA EN IZTAPALAPA,EL SANTUARIO,19.3546652532,19.3546652532
715,3708438,3708438,2,2,2,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN RUMANIA 606, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
716,5344727,5344727,2,2,2,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN RUMANIA 606, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
717,3343076,3343076,2,2,1,ALAMOS,"DEPARTAMENTO EN PREVENTA EN CADIZ 53, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
718,3403906,3403906,2,2,2,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
719,5252219,5252219,2,2,1,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
720,3598523,3598523,2,2,2,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
721,4008276,4008276,2,2,1,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
722,4339917,4339917,2,2,2,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
723,4892170,4892170,2,2,2,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
724,5036523,5036523,2,2,2,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN 1 DE MAYO, BENITO JUAREZ, CDMX 2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
725,3285933,3285933,2,2,1,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN RUMANIA 606, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
726,3316507,3316507,2,2,1,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN RUMANIA 606, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
727,4864230,4864230,2,2,2,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN RUMANIA 606, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
728,4154574,4154574,2,2,2,ALAMOS,"DEPARTAMENTO EN PREVENTA EN CADIZ 53, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
729,3475375,3475375,2,2,1,ALAMOS,"DEPARTAMENTO EN PREVENTA EN CADIZ 53, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
730,5807370,5807370,2,2,2,ALAMOS,"DEPARTAMENTO EN PREVENTA EN CADIZ 53, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
731,3500000,3500000,6+,4+,4+,PROVIDENCIA,"AMPLIA CASA EN VENTA, COLONIA LA PROVIDENCIA, EXCELENTE INVERSION",PROVIDENCIA,19.4906621044,19.4906621044
732,16000000,16000000,4,3,4+,LOMAS DE VISTA HERMOSA,SE VENDE CASA 2 HABITACIONES INTEGRADAS Y 2 HABITACIONES INDEPENDIENTES 3 BANOS EN VISTAHERMOSA,VISTA HERMOSA,19.548099968,19.548099968
734,2600000,2600000,2,2,1,NUEVA VALLEJO I SECC,"DEPARTAMENTO EN VENTA EN RESIDENCIAL PUNTO VALLEJO, GUSTAVO A MADERO, 2 RECAMARAS",VALLEJO I,19.4678259013,19.4678259013
735,3343076,3343076,2,2,1,ALAMOS,"DEPARTAMENTO EN PREVENTA EN CADIZ 53, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
736,4680000,4680000,2,2,2,AGUILAS,DEPARTAMENTO EN VENTA LAS AGUILAS,LAS AGUILAS,19.3605801994,19.3605801994
738,18608000,18608000,5,3,4+,LAS MAROMAS,CASA EN VENTA CERCA DE SANTA FE,SANTA FE,19.3892631023,19.3892631023
739,6600000,6600000,3,3,3,LOMAS ESTRELLA 1RA SECC,CASA EN VENTA AL ORIENTE DE LA CIUDAD,ESTRELLA,19.4749871497,19.4749871497
740,3216850,3216850,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
741,3161200,3161200,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
742,2862250,2862250,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
743,3209150,3209150,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
744,4375836,4375836,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN VITTA CUAUHTEMOC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
745,2911500,2911500,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
746,3531000,3531000,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
747,4660560,4660560,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
748,3849500,3849500,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
749,3504650,3504650,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
750,9400000,9400000,3,3,2,JARDINES DEL PEDREGAL,JARDINES PEDREGAL DEPARTAMENTO NUEVO LUJO VISTA SUR BE GRAND 170M2 ALBERCA SEMIOLIMPICA AMENIDADES,JARDINES DEL PEDREGAL,19.3059286486,19.3059286486
751,4469580,4469580,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN VITTA CUAUHTEMOC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
752,6389100,6389100,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN VITTA CUAUHTEMOC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
753,4617729,4617729,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN VITTA CUAUHTEMOC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
754,4617729,4617729,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN VITTA CUAUHTEMOC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
759,8867000,8867000,2,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
760,12000000,12000000,3,3,3,LOMAS DE SANTA FE,DEPARTAMENTO EN RESIDENCIAL ALCAZAR CON DOBLE TERRAZA Y AMENIDADES,SANTA FE,19.3892631023,19.3892631023
765,2800950,2800950,2,2,1,CARMEN,"DEPARTAMENTO EN PREVENTA EN ELISA RESIDENCIAL, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
766,2954790,2954790,2,2,1,CARMEN,"DEPARTAMENTO EN PREVENTA EN ELISA RESIDENCIAL, BENITO JUAREZ, CDMX 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
767,2375560,2375560,2,1,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
768,2897415,2897415,2,2,1,DOCTORES,"DEPARTAMENTO EN VENTA EN ARMONIK RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
769,2353360,2353360,2,1,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
770,3185040,3185040,2,2,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
771,3156510,3156510,3,2,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 3 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
772,2371860,2371860,2,1,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
773,3190930,3190930,3,2,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 3 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
774,2751310,2751310,2,2,1,DOCTORES,"DEPARTAMENTO EN VENTA EN ARMONIK RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
775,2463790,2463790,2,2,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
776,3128350,3128350,3,2,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 3 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
781,7278691,7278691,1,1,0,LOMAS DE SANTA FE,"DEPARTAMENTO EN VENTA EN SANTA FE, CUAJIMALPA, CIUDAD DE MEXICO",SANTA FE,19.3892631023,19.3892631023
791,10000000,10000000,6+,3,4+,POPOTLA,CASA EN VENTA EN POPOTLA,POPO,19.4457823588,19.4457823588
795,2580530,2580530,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
796,2266100,2266100,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
797,2333235,2333235,2,2,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
798,2570530,2570530,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
799,2226180,2226180,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
800,2216180,2216180,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
801,2354140,2354140,2,2,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
802,1628235,1628235,1,1,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 1 RECAMARA",CUAUHTEMOC,19.3200700913,19.3200700913
803,7300000,7300000,4,2,3,MILITAR MARTE,CASA EN PLAYA MIRAMAR,MILITAR MARTE,19.3810242212,19.3810242212
805,3552000,3552000,2,2,1,PORTALES NTE,"DEPARTAMENTO EN PREVENTA EN SEVILLA 410, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
806,2211360,2211360,2,2,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
807,2136795,2136795,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
808,2116795,2116795,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
809,1618235,1618235,1,1,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 1 RECAMARA",CUAUHTEMOC,19.3200700913,19.3200700913
810,2496740,2496740,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
811,2516740,2516740,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
812,2643005,2643005,2,2,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
813,2334140,2334140,2,2,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
814,1735810,1735810,1,1,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 1 RECAMARA",CUAUHTEMOC,19.3200700913,19.3200700913
